Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Weather Condition,Energy (j)
16.68254089,3600,213.035202,Windy,3602.450928
16.78762054,3600,212.4069061,Cloudy,3602.238037
15.17376041,3600,213.5621948,Rainy,3601.750977
14.97439957,3600,213.1177063,Rainy,3605.758057
15.5128603,3600,213.0075073,Cloudy,3602.415039
14.12884998,3600,209.940506,Rainy,3601.975098
12.86448956,3596.438952,207.415802,Cloudy,3471.553955
12.18927956,3548.363587,200.2911072,Windy,3477.322021
10.2011404,2910.956099,209.5411987,Rainy,2592.899902
13.68482971,3600,216.4284973,Sunny,3423.704102
13.00510025,3600,220.0355988,Windy,3437.240967
13.24158955,3600,222.7171021,Cloudy,3554.121094
13.38834953,3600,225.0363007,Windy,3470.650879
13.86034012,3600,221.2341003,Rainy,3596.552002
11.9107399,3507.382756,218.1896973,Sunny,3441.227051
12.43441963,3573.899465,217.2530975,Windy,3477.441895
11.93914986,3512.16917,210.2700043,Cloudy,3468.399902
12.88401031,3596.816774,212.2953033,Rainy,3546.248047
13.41343021,3600,215.3946991,Sunny,3596.861084
12.86767006,3596.504247,211.1087036,Windy,3548.745117
13.26663971,3600,214.6931,Cloudy,3596.454102
13.22321987,3600,209.7597046,Rainy,3572.946045
12.05895042,3530.820761,208.9317017,Rainy,3407.274902
13.64214039,3600,213.5106049,Sunny,3563.8479
12.6497097,3588.625323,212.6896973,Sunny,3568.437012
13.14737988,3600,214.4539948,Windy,3569.287109
12.88887978,3596.90249,210.8594971,Cloudy,3589.850098
14.03629971,3600,210.338501,Rainy,3562.129883
14.36688042,3600,213.8285065,Rainy,3568.099121
13.70917034,3600,213.6154022,Sunny,3591.379883
13.58578014,3600,216.3426971,Windy,3592.322998
14.07050991,3600,219.6333008,Cloudy,3599.177979
14.08613014,3600,220.0957031,Sunny,3599.939941
12.83532047,3595.772119,216.6461945,Windy,3538.893066
12.24007034,3554.443485,216.660202,Cloudy,3498.214111
13.43122959,3600,219.7151947,Rainy,3570.822998
14.69598007,3600,219.3383942,Rainy,3585.949951
15.41289043,3600,215.6959991,Sunny,3585.731934
15.8076601,3600,216.3146973,Windy,3515.124023
16.21301079,3600,217.031601,Cloudy,3486.50293
16.37344933,3600,217.0950012,Rainy,3510.315918
17.27049065,3600,217.0794983,Rainy,3530.262939
17.12162018,3600,216.8934937,Cloudy,3497.009033
16.04777908,3600,217.5646057,Rainy,3535.498047
15.43216991,3600,215.9423981,Cloudy,3531.981934
14.29979992,3600,209.4842072,Windy,3519.805908
14.11775017,3600,208.2308044,Rainy,3478.779053
15.0665102,3600,205.3813934,Sunny,3463.008057
16.1739502,3600,203.0986023,Windy,3475.334961
17.29853058,3600,205.4967041,Cloudy,3465.580078
17.34482002,3600,205.3838959,Windy,3461.447021
17.45968056,3600,204.3450928,Rainy,3461.842041
16.63163948,3600,203.6221924,Sunny,3461.812012
17.34398079,3600,205.1148987,Windy,3461.678955
16.3469696,3600,206.6266022,Cloudy,3477.928955
16.91004944,3600,201.7967987,Sunny,3484.260986
18.86537933,3600,199.631897,Windy,3461.775879
17.22031021,3600,201.2234039,Cloudy,3462.202881
16.41680908,3600,197.5449066,Rainy,3461.829102
17.64053917,3600,201.972702,Sunny,3461.520996
19.33886909,3600,204.0379028,Windy,3461.769043
18.4236908,3600,203.3426056,Cloudy,3462.193115
19.3561306,3600,201.6501007,Rainy,3462.033936
18.64032936,3600,196.0778961,Rainy,3462.083984
18.73364067,3600,193.7046051,Sunny,3461.636963
18.17164993,3600,191.4389038,Sunny,3461.766113
17.97924995,3600,190.8854065,Windy,3462.016113
18.39410973,3600,195.0646057,Cloudy,3462.262939
18.67383003,3600,195.8311005,Rainy,3462.388916
18.73884964,3600,193.0867004,Rainy,3462.144043
19.36469078,3600,190.4024963,Sunny,3462.074951
20.27833939,3600,190.8121033,Windy,3461.871094
19.89163971,3600,193.0747986,Cloudy,3462.300049
19.04487038,3600,192.3267059,Sunny,3462.429932
18.66543961,3600,190.4832001,Windy,3462.215088
18.79746056,3600,189.6347961,Cloudy,3462.079102
19.7486496,3600,187.4429932,Rainy,3461.812988
20.71463013,3600,187.7828064,Rainy,3462.076904
21.14557076,3600,186.9707031,Rainy,3461.950928
21.34966087,3600,190.1414948,Sunny,3461.930908
20.47249031,3600,189.1024933,Windy,3462.200928
19.99263,3600,191.5534058,Cloudy,3462.190918
21.14793968,3600,190.2505035,Rainy,3461.604004
21.12918091,3600,190.3863068,Rainy,3462.156006
20.95557022,3600,190.9844055,Sunny,3462.315918
19.54224014,3600,188.2722015,Sunny,3462.354004
18.29674911,3600,190.509903,Windy,3462.456055
18.09832001,3600,192.2174988,Cloudy,3462.185059
18.88430977,3600,193.0939026,Rainy,3461.920898
19.09223938,3600,193.412796,Rainy,3462.00293
19.34671974,3600,194.3890076,Sunny,3462.399902
20.03191948,3600,194.7722015,Windy,3462.422119
19.85026932,3600,196.6268005,Cloudy,3462.471924
20.54884911,3600,198.4924927,Sunny,3462.4021
20.46328926,3600,197.7102051,Windy,3462.354004
21.22962952,3600,198.0260925,Cloudy,3462.139893
21.6140995,3600,198.9394989,Rainy,3462.323975
21.3122406,3600,198.1309967,Rainy,3462.63208
20.34889984,3600,194.4160004,Sunny,3462.878906
19.53780937,3600,191.5326996,Windy,3462.572021
19.86084938,3600,191.2335052,Cloudy,3462.475098
20.31181908,3600,192.6755066,Rainy,3462.541016
19.43825912,3600,187.9051971,Rainy,3462.295898
18.87718964,3600,186.0422974,Cloudy,3462.310059
18.11922073,3600,188.6168976,Rainy,3462.678955
18.08344078,3600,188.5794067,Cloudy,3462.35498
17.88907051,3600,189.713501,Windy,3462.881104
18.0803299,3600,192.3889008,Rainy,3462.814941
18.25849915,3600,192.6916046,Sunny,3462.603027
17.95605087,3600,195.4250946,Windy,3462.586914
18.83456993,3600,197.0628052,Cloudy,3551.483887
18.1321106,3600,198.5991974,Windy,3601.612061
18.20239067,3600,199.3695068,Rainy,3602.084961
17.34766006,3600,201.1423035,Sunny,3602.417969
17.16081047,3600,203.5794067,Windy,3602.114014
16.96039963,3600,203.9781952,Cloudy,3602.493896
17.30986977,3600,205.5267029,Rainy,3602.24292
16.57408905,3600,207.0681,Sunny,3602.629883
17.61376953,3600,208.0428009,Windy,3601.906982
16.77989006,3600,209.0079041,Cloudy,3602.083984
15.35721016,3600,209.2176971,Rainy,3602.667969
15.75374031,3600,212.2754974,Rainy,3602.577881
16.45108986,3600,215.800293,Sunny,3602.419922
17.34951019,3600,216.8945007,Sunny,3602.375
18.01345062,3600,219.5160065,Windy,1799.511963
19.43317986,3600,219.8267975,Cloudy,2379.756104
18.90155983,3600,221.4776001,Rainy,757.3900146
19.1301899,3600,221.0265961,Rainy,2340.975098
19.36257935,3600,220.2330933,Sunny,3601.962891
19.79417038,3600,220.6311951,Windy,3601.86792
19.17753983,3600,222.5762939,Cloudy,3601.803955
19.93759918,3600,221.7411041,Sunny,3601.345947
19.94601059,3600,219.5310059,Windy,3601.531006
20.12170029,3600,217.9217987,Cloudy,3601.439941
20.70313072,3600,218.2904968,Rainy,3601.516113
21.03990936,3600,215.8157043,Rainy,3602.001953
19.69042015,3600,213.3954926,Sunny,3602.477051
19.53270912,3600,213.1864014,Windy,3602.23999
20.34730911,3600,211.3596039,Cloudy,3602.049072
19.38404083,3600,212.0511932,Rainy,3602.675049
17.6508007,3600,213.4976959,Rainy,3602.615967
17.92210007,3600,214.1116943,Cloudy,3602.460938
18.35617065,3600,216.3193054,Rainy,3602.659912
19.35586929,3600,216.2619019,Cloudy,3603.103027
17.35236931,3600,216.3544006,Windy,3602.846924
17.42465019,3600,219.6842041,Rainy,3602.971924
15.9575901,3600,218.7901001,Sunny,3601.645996
14.69194984,3600,217.353302,Windy,3597.725098
15.26618958,3600,217.0514069,Cloudy,3600.216064
16.04107094,3600,217.6318054,Windy,3602.812012
16.14357948,3600,216.0805969,Rainy,3602.605957
14.95958996,3600,219.3973999,Sunny,3597.429932
15.35103035,3600,220.6304016,Windy,3600.960938
14.88350964,3600,221.3865051,Cloudy,3602.403076
13.96364975,3600,219.6035004,Sunny,3596.096924
13.63383961,3600,222.3094025,Windy,3588.294922
15.03964996,3600,223.517807,Cloudy,3594.938965
14.47906017,3600,223.1649017,Rainy,3537.541016
14.14688969,3600,223.509201,Sunny,3586.350098
14.00319004,3600,222.7942047,Windy,3581.930908
12.49613953,3578.842282,222.9342041,Cloudy,3170.741943
12.26675034,3557.469917,224.1591034,Rainy,3343.351074
11.62434006,3451.046662,222.9701996,Rainy,3183.718994
12.00500011,3522.725378,221.8540955,Sunny,3315.211914
12.59339046,3585.450161,219.0720978,Sunny,3481.50708
13.07419014,3600,218.3822021,Windy,3510.281006
12.6847496,3590.362336,222.1707001,Cloudy,3428.36792
11.83640957,3494.188105,222.7689056,Rainy,3128.87793
12.5441103,3582.280976,222.7667999,Rainy,3391.906982
9.995114326,2789.060482,220.8479004,Sunny,2575.865967
10.51902962,3074.812975,222.7480011,Windy,2705.790039
9.540291786,2471.492396,223.0634003,Cloudy,2237.375977
8.517823219,1838.995857,220.5960999,Sunny,1761.42395
10.49522018,3063.505926,221.8047028,Windy,2586.655029
10.42957973,3031.543247,219.588501,Cloudy,2602.150879
10.96829033,3261.131058,218.7778931,Rainy,2935.970947
11.42693996,3403.237434,218.8782043,Rainy,3100.440918
12.44217968,3574.553213,217.5155945,Rainy,3344.988037
12.0864296,3534.754919,222.4664001,Sunny,3324.868896
11.71257019,3470.002107,222.7658997,Windy,3124.511963
11.07948971,3299.791191,223.8166046,Cloudy,2938.99292
10.49701977,3064.365837,222.7467041,Rainy,2618.9021
10.56945038,3098.261408,224.2433929,Rainy,2671.23999
9.870092392,2708.647455,220.0991058,Sunny,2359.562012
10.41442013,3023.994816,222.6952057,Sunny,2658.074951
11.88484955,3502.897705,220.3820953,Windy,3263.341064
12.48859024,3578.269136,224.6941986,Cloudy,3463.51001
11.40598011,3397.709643,224.6065979,Rainy,3147.543945
11.8200798,3491.157748,226.1004028,Rainy,3224.861084
12.31624985,3562.782582,222.9167023,Sunny,3473.343018
12.74969006,3593.102159,227.9839935,Windy,3463.136963
11.5767498,3440.212192,227.8126984,Cloudy,3209.667969
11.76054955,3479.703693,228.1885071,Sunny,3166.506104
12.93889999,3597.586398,227.7391052,Windy,3539.7229
12.2389698,3554.31618,226.717804,Cloudy,3465.478027
10.93404007,3248.653105,229.2536926,Rainy,3108.593018
12.35978985,3567.133741,224.5010986,Rainy,3424.566895
13.54629993,3600,225.7749023,Sunny,3565.524902
14.64058971,3600,223.4102936,Windy,3601.784912
15.7410202,3600,224.1809998,Cloudy,3602.860107
15.21739006,3600,224.802597,Rainy,3575.044922
15.41868973,3600,222.3177948,Rainy,3545.968994
15.99462986,3600,223.9409027,Cloudy,3594.481934
16.39163971,3600,221.8784027,Rainy,3586.99707
15.99851036,3600,224.3695984,Cloudy,3589.564941
16.32836914,3600,223.0908966,Windy,3599.925049
15.48044968,3600,222.4152069,Rainy,3567.000977
15.9927702,3600,224.7971039,Sunny,3587.685059
15.45635986,3600,222.4830933,Windy,3591.812988
15.24166965,3600,220.1636963,Cloudy,3587.355957
14.36548996,3600,221.7969055,Windy,3599.958008
14.21584988,3600,220.7749939,Rainy,3602.374023
15.19126987,3600,222.9651031,Sunny,3598.906006
15.36015034,3600,225.1246033,Windy,3601.646973
15.57942963,3600,224.414093,Cloudy,3600.746094
15.56165981,3600,223.6134033,Rainy,3602.516113
15.09654999,3600,222.1692047,Sunny,3598.115967
14.09152031,3600,219.4976959,Windy,3596.025879
13.73377037,3600,218.8842926,Cloudy,3599.802002
13.28625965,3600,218.9812012,Rainy,3560.724121
13.34335995,3600,220.3161926,Rainy,3593.225098
13.05766964,3600,218.8547058,Sunny,3573.239014
13.18249989,3600,217.3932953,Sunny,3496.447998
12.65139961,3588.71328,216.9557037,Windy,3458.058105
11.72004986,3471.542377,216.5411987,Cloudy,3244.696045
11.9843502,3519.495462,217.3885956,Rainy,3323.284912
11.82462978,3492.0069,216.6188049,Rainy,3262.738037
12.07756996,3533.500358,217.5894012,Sunny,3402.041992
13.10037994,3600,218.7380066,Windy,3516.22998
12.67978954,3590.127513,219.8533936,Cloudy,3439.839111
12.58609009,3585.003784,217.9801025,Sunny,3462.183105
12.35171032,3566.348941,219.5626984,Windy,3350.434082
12.4558897,3575.685461,220.6970978,Cloudy,3472.150879
12.13111019,3540.882038,221.0317993,Rainy,3330.886963
12.81171989,3595.142608,222.853302,Rainy,3491.707031
12.69836044,3590.988025,224.4492035,Sunny,3524.655029
13.6486702,3600,222.9830017,Windy,3584.805908
13.09037018,3600,221.9181976,Cloudy,3556.934082
11.69470024,3466.280282,216.8697052,Rainy,3243.125
11.31046963,3371.388931,217.6719055,Rainy,2980.52002
11.47992039,3416.818252,219.3809967,Cloudy,3053.916016
11.47984982,3416.800533,215.5691071,Rainy,3187.466064
11.61034966,3447.906388,218.7068939,Cloudy,3121.312012
11.3915596,3393.855009,218.4497986,Windy,2951.62793
11.10974026,3309.827202,218.1741943,Rainy,2862.38208
10.97134018,3262.229,215.0926056,Sunny,2777.481934
11.51976967,3426.667171,216.5209961,Windy,3048.511963
11.18725014,3334.624061,214.5332947,Cloudy,2937.092041
9.954611778,2763.556423,211.7028961,Windy,2381.604004
9.932112694,2749.164014,207.4208069,Rainy,2422.542969
10.26531982,2946.338296,207.6898041,Sunny,2594.427002
10.47789001,3055.180409,207.600296,Windy,2601.836914
9.486721039,2461.269725,205.3430023,Cloudy,2202.456055
9.357832909,2376.74443,205.0951996,Sunny,2071.330078
8.249000549,1675.648824,200.3479004,Windy,1384.082031
8.31707859,1716.463017,192.6367035,Cloudy,1757.197021
8.231015205,1664.933568,200.308197,Rainy,1514.359009
7.81431818,1425.525253,197.5993042,Sunny,1325.296021
8.300546646,1706.51534,197.7897034,Windy,1524.311035
8.186765671,1638.694326,209.1260071,Cloudy,1659.446045
7.74382019,1386.884736,214.3580017,Rainy,1482.762939
8.186115265,1638.309977,207.0758972,Rainy,1662.262939
9.106754303,2213.026287,234.2518005,Sunny,2133.510986
8.348887444,1735.667295,231.7391968,Sunny,1753.46106
7.609337807,1314.852101,242.7288971,Windy,1289.82605
8.607603073,1894.751741,245.655304,Cloudy,1805.967041
8.125818253,1602.849739,226.6564026,Rainy,1652.099976
9.934227943,2750.524002,231.408905,Rainy,2475.163086
12.70291996,3591.191509,231.9853058,Sunny,3324.61792
10.72467041,3166.315916,232.9989014,Windy,2831.136963
9.838393211,2687.455505,242.1464996,Cloudy,2538.675049
8.375656128,1751.892738,237.5182953,Sunny,1812.969971
9.89849472,2727.356534,227.6071014,Windy,2655.580078
9.89221096,2723.239893,230.2131042,Cloudy,2531.980957
12.05191994,3529.793785,225.6652985,Rainy,3432.562012
11.7895298,3485.35981,234.2171021,Rainy,3291.804932
13.70652008,3600,231.4394073,Rainy,3514.219971
12.17523003,3546.607539,228.4705963,Sunny,3471.291016
13.30354977,3600,222.712204,Windy,3532.303955
14.66940022,3600,223.5426025,Cloudy,3581.860107
15.61970043,3600,222.8912964,Rainy,3587.009033
13.54012966,3600,221.9429016,Rainy,3573.99292
12.10980034,3538.00128,220.3395996,Sunny,3408.291016
9.312532425,2347.096649,229.1011047,Sunny,2252.592041
8.941228867,2106.174646,237.0184937,Windy,2036.141968
10.81783962,3204.262513,244.183197,Cloudy,2912.863037
9.141755104,2235.746532,243.7971039,Rainy,2254.681885
10.03001022,2810.620795,247.8294983,Rainy,2689.9729
8.903621674,2082.05481,245.8957977,Sunny,2159.26001
7.760063171,1395.73541,241.441803,Windy,1460.490967
6.791062832,924.6420426,236.7382965,Cloudy,950.0717773
8.341122627,1730.971661,243.7317963,Sunny,1698.312012
11.26723003,3358.852943,252.1819,Windy,3257.637939
10.73462009,3170.470335,269.0620117,Cloudy,3032.208008
10.37773037,3005.463767,260.3530884,Rainy,2939.614014
10.35400963,2993.284015,254.6528931,Rainy,2852.259033
10.87621975,3226.965697,256.4121094,Sunny,3104.316895
10.42234993,3027.951168,256.2861023,Windy,2920.233887
9.455161095,2440.553748,259.0979004,Cloudy,2345.613037
10.0722599,2836.218927,257.9973145,Rainy,2752.054932
11.37129021,3388.365618,259.9432068,Rainy,3209.449951
10.97531986,3263.658455,260.3581848,Cloudy,3037.478027
10.63455009,3127.553755,259.1947021,Rainy,2862.808105
9.627123833,2537.589061,259.3370972,Cloudy,2408.654053
10.00957012,2798.038092,264.2817078,Windy,2502.61792
8.306551933,1710.126205,265.1975098,Rainy,1690.037964
8.528085709,1845.341117,266.6700134,Sunny,1820.822021
9.121259689,2222.437467,268.5197144,Windy,2084.718018
9.117148399,2219.769341,270.9345093,Cloudy,2094.866943
9.828451157,2680.740796,273.0629883,Windy,2477.794922
9.086676598,2200.011311,272.5375061,Rainy,2107.846924
9.472957611,2452.234196,270.596405,Sunny,2239.970947
8.054000854,1561.070798,267.5163879,Windy,1580.499023
9.07598114,2193.083829,263.8843994,Cloudy,2095.553955
7.959496021,1506.887703,262.8902893,Rainy,1523.427002
7.097413063,1060.450121,273.0567932,Sunny,1057.447998
6.736048222,901.4664592,276.8299866,Windy,941.1157227
6.480063915,798.2146979,288.3096924,Cloudy,812.369812
7.783164978,1408.377582,296.4025879,Rainy,1270.71106
7.022102833,1025.969784,298.5822144,Rainy,945.7363892
5.610029221,501.2157788,293.6541138,Sunny,532.3021851
6.288330078,725.6527968,291.8297119,Sunny,672.2838745
6.826527119,939.7721638,292.6312866,Windy,887.5756226
7.010264874,1020.616367,298.1682129,Cloudy,909.7974243
6.618083954,852.9606085,296.8492126,Rainy,772.6699219
5.847791195,574.8368498,294.0539856,Rainy,554.8862305
6.158985138,678.948057,298.3555908,Sunny,590.0266113
5.77123785,550.5170344,295.5349121,Windy,520.3516235
5.277221203,407.1376997,291.5422974,Cloudy,338.7426147
5.120111942,366.0645917,285.4585876,Sunny,305.6051025
3.432570934,44.81167895,278.0161133,Windy,59.24016953
3.799998999,92.79983978,266.2166138,Cloudy,89.83651733
4.229835987,166.8996243,272.9245911,Rainy,142.8703003
4.381455898,197.3206221,270.1530151,Rainy,162.0350952
4.391322136,199.3437544,268.3718872,Sunny,158.1475983
5.35263586,427.5898844,270.8742981,Windy,349.4867859
5.274851799,406.5030188,275.5999146,Cloudy,316.4248962
4.442130089,209.8500313,270.5444031,Rainy,176.3549957
4.5522542,233.1428251,260.2903137,Rainy,184.277298
4.629278183,249.8764377,259.5036011,Cloudy,190.9857025
4.746823788,276.1518384,254.4951935,Rainy,206.4698029
4.314126968,183.6588883,248.8497009,Cloudy,136.6094971
4.463779926,214.3722385,245.5195007,Windy,170.7602997
4.13956213,149.3549479,252.0001068,Rainy,148.7201996
4.061330795,134.4710261,253.3553009,Sunny,127.3180008
3.699713945,77.55881468,251.168396,Windy,91.88725281
3.836858034,98.80596664,255.9044037,Cloudy,83.57578278
4.13847208,149.1455581,249.8545074,Windy,120.7297974
3.339349985,36.07187252,248.3903961,Rainy,28.93853951
3.992744923,126.611236,248.1036072,Sunny,86.76849365
3.696475029,77.09339821,248.0881958,Windy,38.18952942
4.064326763,135.035747,319.1805115,Rainy,98.55922699
4.475646019,216.8625021,316.979187,Rainy,178.4748993
4.781758785,284.1394869,315.9478149,Sunny,242.5440063
4.557826996,234.341072,315.8178101,Sunny,190.8444061
4.862877846,303.0139974,315.899292,Windy,251.8262939
5.119449139,365.8955769,315.0956116,Cloudy,314.9099121
4.813846111,291.5502156,317.841095,Rainy,218.9458008
4.193054199,159.7019151,315.1029968,Rainy,106.4371033
3.92343092,113.7677625,315.2459106,Sunny,72.03954315
5.163750172,377.2699575,216.1690979,Sunny,271.9830017
5.042040825,346.395195,221.6833038,Windy,277.3143005
5.419683933,446.1895291,219.628006,Cloudy,345.9346924
5.478372097,462.7997126,215.1880951,Windy,344.4227905
5.278404236,407.4547714,218.0140991,Rainy,305.5909119
5.304979801,414.6088662,221.647995,Sunny,323.0234985
5.12190485,366.5219588,227.6790009,Windy,303.2558899
5.158339024,375.8721418,231.6622009,Cloudy,299.6473999
5.037596226,345.2897411,231.3171997,Rainy,277.7275085
4.622214794,248.326277,229.7973938,Sunny,196.6105042
5.36777401,431.7546818,227.8713074,Windy,329.390686
5.85195303,576.176193,225.264801,Cloudy,436.3644104
6.474474907,796.0425648,223.2044067,Rainy,639.737915
6.854522228,951.8223114,224.1098938,Rainy,758.1951904
6.765004158,913.6200012,226.2033997,Sunny,754.190979
6.571163177,834.1095383,229.1676941,Sunny,689.5230713
6.87566185,960.9844546,227.0112,Windy,784.583374
6.601528168,846.2806468,227.7198944,Cloudy,686.0114136
6.147360802,674.8384773,227.9967957,Rainy,571.8848877
5.703155994,529.3846367,231.8040924,Rainy,459.5022888
5.628172874,506.6380604,231.6932068,Sunny,429.7330933
5.141418934,371.5166118,236.6018982,Windy,339.5920105
5.411810875,443.9848364,231.9351044,Cloudy,376.1676941
5.915215015,596.7564615,231.7543945,Sunny,506.0987854
6.304385185,731.5755947,230.0608063,Windy,627.2792969
6.713768005,892.1817435,227.9456024,Cloudy,775.6378784
7.418974876,1216.34393,219.8578949,Rainy,1013.676025
7.669967175,1347.047439,220.6215057,Rainy,1148.610962
8.213029861,1654.247172,220.655899,Sunny,1378.11499
8.761803627,1991.713769,223.4615021,Windy,1639.384033
8.782741547,2004.986138,223.6804962,Cloudy,1672.155029
8.478601456,1814.814546,225.3858032,Rainy,1524.078003
8.334015846,1726.678305,226.9537048,Rainy,1498.499023
8.161192894,1623.611915,225.2359009,Cloudy,1437.572021
8.374819756,1751.384909,222.7758942,Rainy,1517.852051
8.57763195,1876.078157,222.8717041,Cloudy,1636.584961
8.682237625,1941.503451,221.321106,Windy,1616.276001
9.058298111,2181.639329,220.5299072,Rainy,1749.522949
9.403360367,2406.576108,221.3070984,Sunny,1931.30603
9.469146729,2449.732715,220.6183929,Windy,1961.709961
9.988844872,2785.146526,222.8845062,Cloudy,2238.5
10.1153698,2861.774495,222.3648071,Windy,2337.829102
10.62045002,3121.302222,219.7592926,Rainy,2505.833008
10.76360989,3182.434901,220.5502014,Sunny,2613.833984
10.98939991,3268.686594,220.4929047,Windy,2892.418945
11.06861019,3296.131985,218.9698029,Cloudy,2895.566895
10.19157982,2905.582234,221.1325989,Sunny,2461.35791
10.70236015,3156.910649,219.8892975,Windy,2778.695068
11.2058897,3340.392756,219.4044952,Cloudy,3072.592041
10.60107994,3112.630609,218.7662048,Rainy,2738.958008
10.07398987,2837.255368,217.5393066,Sunny,2472.516113
10.31285954,2971.780166,218.4172058,Windy,2575.298096
10.54839039,3088.548882,218.4467926,Cloudy,2655.802979
10.72445011,3166.223653,218.6006927,Rainy,2778.093994
11.12504005,3314.826019,219.2828979,Rainy,2940.12207
11.42148972,3401.808531,218.4201965,Sunny,3056.751953
11.98176003,3519.085158,216.8424072,Sunny,3268.990967
12.37386036,3568.47596,216.5469971,Windy,3461.238037
12.74534035,3592.938006,214.9940033,Cloudy,3555.98999
12.77200031,3593.900628,215.3556061,Rainy,3576.125
12.4451704,3574.80268,217.1793976,Rainy,3434.110107
12.35797024,3566.957891,220.4797058,Sunny,3362.542969
11.81787014,3490.744023,219.4033966,Windy,3243.927979
12.1117897,3538.273407,216.9994965,Cloudy,3378.524902
12.06993008,3532.407936,215.4167938,Sunny,3393.379883
11.60968971,3447.757339,213.4266968,Windy,3204.193115
11.6153698,3449.037481,212.2234039,Cloudy,3112.615967
11.91248989,3507.681666,212.3587952,Rainy,3269.813965
11.88731003,3503.329013,212.2476959,Rainy,3118.977051
11.54125023,3431.847315,214.4176025,Rainy,2979.245117
11.67022038,3461.085429,214.2366028,Sunny,3045.579102
11.87448025,3501.068287,212.0101013,Windy,3021.01001
11.68336964,3463.889709,212.1593933,Cloudy,2941.136963
11.89461994,3504.604104,214.1018066,Rainy,3166.537109
11.56863022,3438.320392,213.8377075,Rainy,3033.035889
11.54364967,3432.420382,214.2561035,Sunny,3108.785889
11.49120045,3419.637844,214.5670929,Sunny,3112.938965
11.66246986,3459.417372,212.039093,Windy,3115.410889
11.46640015,3413.405568,211.6519928,Cloudy,3003.224121
11.61991024,3450.056369,214.3647003,Rainy,3216.673096
11.29718018,3367.577649,217.3914948,Rainy,3197.100098
11.00438976,3273.989684,217.0222931,Sunny,3076.572998
10.65867043,3138.129909,217.4470978,Windy,2784.707031
10.52108002,3075.779639,215.418396,Cloudy,2588.666016
11.08393002,3301.277051,214.9481049,Sunny,2830.224121
11.64908028,3456.509132,213.1634064,Windy,2994.962891
10.94316006,3252.002284,212.3815002,Cloudy,2564.593994
8.965917587,2122.042926,209.4024963,Rainy,1883.385986
8.940176964,2105.499138,204.6864014,Rainy,1883.83606
8.945508957,2108.923721,206.1334991,Sunny,1870.011963
8.778025627,2001.994674,206.7221069,Windy,1748.314941
8.143679619,1613.318149,204.6376953,Cloudy,1447.83606
8.235739708,1667.745539,203.6849976,Rainy,1486.144043
7.514618874,1265.509011,198.1085052,Rainy,1249.218018
7.831850052,1435.224909,200.3921967,Cloudy,1400.293945
7.5844841,1301.790541,200.4622955,Rainy,1206.63501
7.544505119,1280.949742,200.7962952,Cloudy,1131.160034
7.348862171,1181.103157,196.9342041,Windy,1041.421021
6.397988796,766.662253,204.3907928,Rainy,697.9703979
5.098794937,360.6462837,202.6333008,Sunny,401.0293884
5.506208897,470.7877743,208.4555969,Windy,435.3866882
5.684523106,523.6810503,199.4499969,Cloudy,499.114502
4.866735935,303.9232888,198.8168945,Windy,331.6870117
5.362588882,430.3258939,205.9658051,Rainy,400.6922913
5.323203087,419.5495129,207.3318024,Sunny,417.5864868
5.978966236,617.9221875,207.1753998,Windy,522.4196167
6.55652523,828.2793653,204.8054962,Cloudy,733.1456299
6.141915798,672.9184617,208.5879059,Rainy,649.3046265
6.123701096,666.5186344,209.2221985,Sunny,660.9987793
6.080410004,651.4503621,211.2751007,Windy,648.5072021
5.767449856,549.3290857,212.6573029,Cloudy,488.3517151
5.362808228,430.3862878,208.7734985,Rainy,427.1687012
5.483181953,464.1748755,210.6367035,Rainy,427.5639038
5.412907124,444.2914873,212.5382996,Sunny,419.145813
5.230965137,394.8329292,211.0782013,Sunny,376.4902954
5.980106831,618.3048179,214.0137939,Windy,581.7028809
5.086614132,357.5663646,212.8674927,Cloudy,323.2727966
5.236666203,396.3397889,210.9828033,Rainy,388.3259888
5.678312778,521.7876124,209.6121063,Rainy,454.65979
5.42042923,446.3985214,208.0018005,Sunny,427.9862061
5.834433079,570.5500569,207.7221985,Windy,464.2926025
5.880568981,585.4338037,204.595993,Cloudy,476.3916931
6.461726189,791.1007673,204.1716003,Sunny,707.5480957
6.816018105,935.2730287,205.3580017,Windy,833.7276001
6.857312202,953.028409,203.1891022,Cloudy,849.7733154
5.960439205,611.7265234,203.6421967,Rainy,581.472229
5.989398956,621.4272165,208.1470947,Rainy,604.539917
5.473509789,461.4117005,206.8838959,Sunny,437.098114
5.668728828,518.8729988,208.9297028,Windy,466.2376099
5.92219305,599.0521987,208.9273071,Cloudy,516.7573242
5.759346008,546.7924903,213.0475006,Rainy,456.0234985
5.204618931,387.9044238,211.8937988,Rainy,329.8868103
3.038511992,17.35103761,217.1546021,Cloudy,63.48672104
3.797805071,92.44919676,216.0016022,Rainy,101.5615005
3.436841965,45.24541504,221.8878937,Cloudy,48.21448898
4.014483929,125.6938046,220.8493958,Windy,155.5782013
4.971470833,329.0217363,220.5912018,Rainy,265.1585083
4.907520771,313.6013036,223.9078979,Sunny,247.4680939
5.35741806,428.9033934,231.2050934,Windy,344.6211853
5.343292236,425.0292633,238.6334991,Cloudy,346.0407104
5.304243088,414.4097308,240.6277008,Sunny,383.0067139
6.075181961,649.6441949,252.1293945,Windy,531.2053223
